1324→20545,44
1325→36420,6
1326→21497,2
1327→31605,2
1328→26480,12
1329→40692,4
1330→23596,2
1331→34521,2
1332→33704,4
1333→20313,296
1334→25453,2
1335→33536,4
1336→24581,4
1337→20121,2
1338→37196,6
1339→32279,2
1340→23139,2
1341→35860,18
1342→27599,164
1343→26679,4
1344→29255,8
1345→21804,6
1346→38115,8
1347→40833,6
1348→38929,4
1349→24778,10
1350→35438,4
1351→29067,34
1352→31098,8
1353→28373,24
1354→22649,6
1355→39033,4
1356→20922,8
1357→33509,238
1358→36249,82
1359→28525,10
1360→35894,4
1361→22823,626
1362→34946,2
1363→38585,680
1364→33951,2
1365→32883,6
1366→25454,24
1367→24586,2
1368→37191,2
1369→20126,188
1370→23591,16
1371→22443,2
1372→33703,2
1373→36271,2
1374→20314,6
1375→31430,6
1376→26487,6
1377→27555,2
1378→40695,2
1379→36615,2
1380→20542,2
1381→21490,366
1382→36427,2
1383→31602,2
1384→35064,2
1385→35858,4
1386→33393,24
1387→24324,18
1388→32241,2
1389→37733,2
1390→38549,4
1391→21464,24
1392→29609,2
1393→23333,2
1394→34384,30
1395→26641,28
1396→32417,4
1397→21000,2
1398→37165,48
1399→38911,24
1400→30340,10
1401→31292,8
1402→23565,266
1403→35400,2
1404→29863,18
1405→26017,2
1406→25692,2
1407→24740,10
1408→21232,4
1409→28710,2
1410→38582,6
1411→40498,2
1412→36418,2
1413→33358,2
1414→39662,20
1415→22824,32
1416→34941,2
1417→39034,34
1418→39808,2
1419→30971,4
1420→22488,2
1421→29060,2
1422→26028,10
1423→21803,2
1424→32428,2
1425→38112,2
1426→36088,74
1427→40834,4
1428→35269,2
1429→38576,4
1430→20589,2
1431→21669,2
1432→35867,6
1433→25234,2
1434→32283,2
1435→33351,2
1436→34948,2
1437→27563,2
1438→31406,6
1439→35294,20
1440→27751,4
1441→39459,2
1442→25006,2
1443→30382,34
1444→33507,36
1445→25462,2
1446→20110,586
1447→24782,10
1448→34510,2
1449→31062,34
1450→35604,2
1451→28389,2
1452→24544,62
1453→32421,2
1454→25496,2
1455→38927,2
1456→38329,2
1457→35436,4
1458→23553,74
1459→31096,12
1460→26021,4
1461→32277,2
1462→40657,24
1463→34180,14
1464→27597,386
1465→30520,2
1466→24120,16
1467→40465,2
1468→32879,4
1469→21452,8
1470→28170,32
1471→27138,126
1472→39230,2
1473→33538,20
1474→36876,42
